Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
In modern usage why is Mizrahim sometimes termed Sephardi?,0,1,0,1,0,1
Witch wars proceeded Palermo's contact with Ancient Greece?,0,1,0,1,0,1
Why are Low German varieties regarded as dialects of standard German?,0,1,0,1,0,1
Did the FBI target MLK?,1,0,0,1,0,0
Why was this verb used?,0,0,0,1,0,0
Could a club appeal a requirement?,1,0,0,0,1,0
Why did Spielberg make a movie instead of taking still photos for the photography merit badge?,0,0,0,1,0,1
Why did the total investment in renewable energy go down in 2002?,0,0,0,1,0,0
Was the landing successful?,1,0,0,0,0,0
Why are scholars concerned with analysis of plays?,0,0,0,1,0,0
Why is the Pekin duck the favored of the western world?,0,0,0,1,0,0
If a growth ring has differences over one season would the part nearest the tree's center be narrower or wider?,0,1,0,0,0,0
Does the Government of Ireland's London embassy use the name British Isles?,1,0,0,0,0,0
There is newspaper company within the city that runs monthly it's name ?,0,1,0,0,0,0
Could events in the Roman Republic often include music?,1,0,0,0,0,0
Do the Docklands St. Kilda Road and Southbank areas feature high-density or low-density forms?,0,1,0,0,0,0
Has a level 2 club reached the finals ever?,1,0,0,0,0,0
The first flight in a spacecraft that allowed no suits to be worn inside was when?,0,1,0,0,0,0
Why was a surrogate character mechanism implemented?,0,0,0,1,0,0
Why is this not determined in a patient with COPD?,0,0,0,1,0,0
Why is gold vital to the people of Mali?,0,0,0,1,0,0
Does the halogen bulp increase reduce or have no effect on filament evaporation?,0,0,0,1,0,0
Name the archaeology museum?,0,1,0,0,0,0
Why did the Spanish colonies lag behind in adopting the calendar?,0,0,0,1,0,0
Were all residents counted together or separately?,0,0,0,0,0,1
Are communication services in Somalia mainly located in the public or private sector?,0,0,0,0,0,1
Name one major group that Jews are often identified as belonging to.,0,1,0,0,0,0
Why did Dominic sell his books?,0,0,0,1,0,0
Did von Neumann enjoy thinking?,1,0,0,0,0,0
Were there more Democrats or Republicans in 2007?,0,0,0,0,0,1
Is China an affect on the government in Burma?,1,0,0,0,0,0
Why did the Spanish think that Vicuña would be an awful replacement for González-Páramo?,0,0,0,1,0,0
Why was Professor David Graeber hired during the strike?,0,0,0,1,0,0
Why is the translation of the Old Testament into Greek known as the Septuagint?,0,1,0,1,0,0
Name the four opponents of Prussia.,0,0,1,0,0,0
Is alcohol use a positive or negative emotion control mechanism?,1,0,0,0,0,0
Why was Liberia's GDP growth stalled in 2007?,0,0,0,1,0,0
Is New Mexico's language different than from other Spanish dialect?,1,0,0,0,0,0
Are the Salvadorans a large population in the U.S.?,1,0,0,0,0,0
Why did Coe not donate to American studies programs?,0,0,0,1,0,0
The CBC planned to take the CRTC to court citing the superiority of this type of coverage?,0,0,0,0,0,1
Did changes move along at a uniform pace for the Burmese people?,0,0,0,1,0,0
Why has there been a several court cases against Sky and Premier League?,0,0,0,1,0,0
Why was Beshuzev happy to put the troops on the Livonian-Lithunian border?,0,0,0,1,0,0
Why did Cj clark shoes leave the area?,0,0,0,1,0,0
Name an example of a heavy isotope?,0,1,0,0,0,0
Why did The Durable Orbital Station-2 not reach orbit?,0,0,0,1,0,0
Is the Senate or the House more partisan?,1,0,0,0,0,0
Does Paris see snow?,1,0,0,0,0,0
Did Elizabeth tour Australia or New Zealand first?,0,0,0,0,0,1
Does Washington (government) operate in both languages (bilingual-Spanish?),1,0,0,0,0,0
Why did Hegel believe natural things are less real than spiritual things?,0,0,0,1,0,1
Identify an advantage that Britain had during the Seven Year's War.,0,1,0,0,0,0
Why gram-negative cell bacteria is more toxic than gram-positive bacteria?,0,0,0,1,0,1
Why was adding a step in production useful for larger projects?,0,0,0,1,0,0
Why is travel in Kathmandu mainly via automobile or aircraft?,0,0,0,1,0,0
Why was the Jurassic a prolonged event?,0,0,0,1,0,0
Why were many of the original loops kept?,0,0,0,1,0,0
Was firmware update 3.12 optional or mandatory if users wanted to continue accessing the PS Network?,0,0,0,1,0,0
Why were decoy towns used in WW2?,0,0,0,1,0,0
Is it OK to drink alcohol while taking any antibiotic?,0,0,0,0,0,1
Are early or late maturing boys generally taller and stronger than their friends?,1,0,0,0,0,0
Was French in Puerto Rico successful?,1,0,0,0,0,0
Why did the city boom in growth during the Civil War?,0,0,0,1,0,0
Can membrane of bacteria create lipid structure?,1,0,0,0,0,0
Why is there a lessening of material possessions in hunting and gathering groups?,0,0,0,1,0,0
Why did the term house become popular?,0,1,0,1,0,0
Are treaties permanently binding upon the signatory parties?,1,0,0,0,0,0
Why in developing countries do children often attend fewer years of formal schooling?,0,1,0,1,0,0
Do LaserDiscs or DVD use analog video?,1,0,0,0,0,0
Are parties required to reveal their funding?,1,0,0,0,0,0
Name the other individual considered the founding fathers of modern Cypriot art.,0,1,0,0,0,0
Why is Chan suing the Hong Kong government?,0,0,0,1,0,0
Why does materialism agree with dualism?,0,0,0,1,0,0
Why can't you identify a duck from other poultry?,0,0,0,1,0,0
Why do birds migrate?,0,0,0,1,0,0
Why didn't California officially become bilingual?,0,1,0,1,0,0
Why were sports important in these schools?,0,0,0,1,0,0
Why is this country so influential to the Burma academics?,0,0,0,1,0,0
Why did samurai avoid divorcing for reasons of dislike?,0,0,0,1,0,0
In deism does God answer prayers?,1,0,0,0,0,0
Why are district level associations created?,0,0,0,1,0,0
Why did the iron copper and silver mines thrive?,0,0,0,1,0,0
Why was Athanasius instructed to stop pretend baptising?,0,0,0,1,0,0
Why was the west creating peace?,0,0,0,1,0,0
Why can Bermudian blacks trace their ancestry back over centuries in Bermuda?,0,0,0,1,0,0
Are students taught Spanish in american schools?,1,0,0,0,0,0
Why are people less likely to want to live on a farm?,0,1,0,1,0,0
Complex organisms can occupy this that are not available to their simpler brethern?,0,1,0,0,0,1
Why did pre or prije develop rather than the symboled pre?,0,0,0,1,0,0
Why did farmers build a bridge over the Harlem River?,0,0,0,1,0,0
Why were laws like the one drop rule enacted?,0,0,0,1,0,0
Why is the black population in Bermuda different from that in the British West Indies and the United States?,0,0,0,1,0,0
Can a DBMS be transferred to a different DBMS?,0,1,0,0,0,0
Why was the X-Gerat frequencies used more?,0,0,0,1,0,0
Were other mathematicians amazed by von Neumann?,0,0,0,0,0,1
Did the US Congress call for more or less regulation of pharmaceuticals?,1,0,0,0,0,0
Name three early Protestant reformers.,0,1,1,0,0,0
The 19th century was also known as? ,0,1,0,0,0,0
Why did the committee debate adding a character code function?,0,0,0,1,0,0
Did the UEFA remove the 5 year ban on English clubs playing in European competitions in 1990?,1,0,0,0,0,0
Was it men or women that primarily engaged in corn huskings?,0,0,0,0,0,1
Why did the first elected head of government of Mexico City resign?,0,0,0,1,0,0
Why did humidity decrease during the Jurassic?,0,0,0,1,0,0
Why do debates have a distinct winner?,0,0,0,1,0,0
Are short-range bluetooth accessories able to be used?,1,0,0,0,0,0
Why will water become concave according to the relativity theory?,0,1,0,1,0,0
Why did Microsoft change the tablet resolution minimum?,0,0,0,1,0,0
The CRTC requested that the CBC negotiate with this station in order to extend their contract?,0,0,0,0,0,1
Why was there a large population of Algonquian people in Bermuda?,0,1,0,1,0,0
Can cause for most pathogenic diseases be found soon?,0,0,0,1,0,0
Was every resident listed by name?,0,0,0,0,0,1
Did Bush become disfavorable during the time of the 9/11 attacks?,1,0,0,0,0,0
The first post-reconstruction era Republican elected to Florida.,0,1,0,0,0,0
Why can't those countries compete?,0,0,0,1,0,0
Why did the X Corps leave Hungnam?,0,0,0,1,0,0
Why was China's network security team established?,0,1,0,1,0,0
Why have many US Air Force pilots opted to resign from active service?,0,0,0,1,0,0
Why did the Bandia-Nzakara raid the region in the 16th and 17th centuries?,0,0,0,1,0,0
Was sound quality from disc to disc and between players consistent or varied?,0,0,0,0,0,1
Was Menzies for or against nationalizing the banking system in Australia?,0,1,0,1,0,0
Why was the customer data dumped first?,0,0,0,1,0,0
Why was a garrison implemented in Italy by the Romans?,0,0,0,1,0,0
Does the Parliamentary Assembly have any kinds of legislative authority?,1,0,0,0,0,0
Functioning as a holder a light fixture can provide directed light and avoid what?,0,0,0,0,0,1
Why have aircraft carriers increased in size since World War I?,0,1,0,1,0,0
Least populates areas of Utrecht,0,0,0,0,0,1
Did John Locke want to foster or avoid increased detailed debate on the essence of Christianity?,0,0,0,1,0,1
Why are Dzongkha Sikkimese Sherpa and Ladakhi considered to be separate languages?,0,1,0,1,0,0
Why did the Chinese government ban Windows 9 based products?,0,0,0,1,0,0
Why was a cyber security plan unveiled in October of 2010?,0,1,0,1,0,0
Why do Sephardim represent the overwhelming majority of Jews in the New World?,0,1,0,1,0,0
Why does hunting take place in Nordic countries today?,0,0,0,1,0,0
Electricity is generated from non-renewable forms including?,0,1,1,0,0,0
Why was Victoria advised not to visit France in April of 1900?,0,0,0,1,0,0
Why was the US naval blockade not feasible?,0,0,0,1,0,0
Do Cubans speak Spanish in America?,0,1,0,0,0,0
Why does the General Post Office have a curved shape?,0,0,0,1,0,0
Why are primary qualities non-essential?,0,0,0,1,0,0
If the growth rings are wider was the growth of the tree slower or more rapid?,0,0,0,1,0,0
Does apomixis only occur in the parent?,1,0,0,0,0,0
Has breeding changed the original characteristics of the animals?,1,0,0,0,0,0
Is it more common for panels to have a single design or many designs?,1,0,0,0,0,0
Can the antenna serve more than one function at a time?,1,0,0,0,0,0
Why did the Luftwaffe bomb the RAF Fighter Command?,0,0,0,1,0,0
List two alternatives to rotary stepper motors in non-printer applications.,0,0,1,0,0,0
Is a temporal delay necessary to produce an autocorrelation model of pitch perception?,0,0,0,0,0,1
Why did Dyke only want the larger clubs featured on national television?,0,0,0,1,0,0
During what centuries did the Western Chalukya rule?,0,1,0,0,0,0
Does the amount of grey matter in the brain increase linearly or follow an inverted-U pattern over the course of adolescence?,0,0,0,0,0,1
Does having unprotected sex multiple sexual partners and poor communication increase or decrease individual and social risk?,0,0,0,1,0,0
Is the view of the impregnation of Mary's pregnancy the same as the one held for the birth of her first child?,0,1,0,0,0,0
What island has the southern most volcano in the world?,0,1,0,0,0,0
Why is Israel referred to as the 51st state?,0,0,0,1,0,0
Give one example of energy transformation.,0,0,0,0,0,1
Did Mendelssohn and Spinoza judge religion on its moral fruits or logic of its theology?,0,0,0,0,0,1
Why did the Evangelical Lutheran Church add this memorial to the calendar?,0,1,0,1,0,0
Were Christian prized among the non-Ottomans?,1,0,0,0,0,0
Does Piaget believe that egocentric thoughts decrease or increase during adolescence?,0,1,0,0,0,0
Why besides limited periods of time would youtube not be allowed in a country?,0,0,0,1,0,1
Yale also has a theater managed by its' own student then name?,0,0,0,0,0,1
Why is the number of mobile subscribers rising faster than the number of internet connected users?,0,1,0,1,0,0
Why was the border between Mexico and the United States established one league south of San Diego Bay's most southern tip?,0,0,0,1,0,1
Why would the President be seen as leader of the opposition?,0,0,0,1,0,0
Are previous leaders a hendrence to the current government?,0,0,0,0,0,1
Why are Guinea fowl useless to humans?,0,1,0,1,0,0
Is Port Phillip generally warmer or colder than the surrounding oceans and/or the land mass?,1,0,0,0,0,0
Name the wars that was caused by the intense competition between the EIC and Dutch East India Company,0,0,1,0,0,1
Was Texas a part of Mexico?,1,0,0,0,0,0
Why are depictions of God discouraged in Islam?,0,1,0,1,0,0
Were Greek temples built in the Hellenistic period larger or smaller than classical temples?,0,1,0,1,0,0
Why did the use of 'African' become an issue?,0,0,0,1,0,0
Would you want to use a passive infrared sensor in an area requiring 360-degree coverage?,0,0,0,0,1,0
Why did Shell file lawsuits?,0,0,0,1,0,0
Why did Kerry criticize Bush during the 2004 campaign?,0,0,0,1,0,0
Why were the hackers untraceable?,0,0,0,1,0,0
Why may regulations ban the use of lead in ammunition?,0,0,0,1,0,0
The CBC lost customers due to their practice of doing this?,0,0,0,0,0,1
Name 2 of the county gorges,0,0,1,0,0,0
Did Austria get Silesia back?,1,0,0,0,0,0
Were sulfonamides more or less toxic than arsphenamine?,0,1,0,0,0,0
Can IRENE read vertically modulated information?,0,1,0,0,0,0
Was Gorton impeached voted out or did he resign?,0,0,0,1,0,0
Why were the displays of the ten Commandments disallowed?,0,0,0,1,0,0
Why are Eiji Yoshikawa's books popular?,0,0,0,1,0,0
What is the vegetation type on Antarctica?,0,1,0,0,0,0
Why are Serbian and Croatian often treated like distinct languages?,0,0,0,1,0,0
Are there more males or females in Southampton?,1,0,0,0,0,0
Why does South London have such a high number of railways?,0,0,0,1,0,0
Why was solar technology developed in the 1860s?,0,0,0,1,0,0
Why do so many multinationals have their English American headquarters in Miami?,0,1,0,1,0,0
Is the capital city the holder of the largest amount of population in Myanmar?,1,1,0,0,0,0
Is the migration to Thuringia steady or fluctuating?,1,0,0,0,0,0
Are adolescents that have a good relationship with their parents more or less likely to smoke drink fight or engage in unprotected sex?,0,0,0,1,0,0
Were the vast majority of contest participants from the wealthier strata of society or the popular classes?,0,0,0,1,0,1
The laws of cause and effect can also be called?,0,0,0,1,0,0
Why did Washington University delay occupying of the new campus buildings until 1905?,0,0,0,1,0,0
Why do birds primarily migrate?,0,0,0,1,0,0
Why does CNN believe George W. Bush was rejected from Yale?,0,0,0,1,0,0
Is the airway obstruction reversable in asthma?,1,0,0,0,0,0
Does anyone ever miss a tournament?,1,0,0,0,0,0
Economic conditions and societal inequality has caused the CBC to ignore this problem?,0,0,0,1,0,0
In addition to the content of the treaty itself why might a treaty be invalidated?,0,1,0,1,0,1
Why does the United Nations question the Human rights status of Cyprus?,0,0,0,1,0,0
The highest ranking person's title in British India is?,0,1,0,0,0,0
Why would someone use a bipolar transistor instead of a field-effect transistor?,0,0,0,1,0,0
Do bantams lay regular sized eggs?,1,0,0,0,0,0
Why did living standards decline in 1980s Libya?,0,0,0,1,0,0
Does a high ranking on the HDI indicate shorter or longer life expectancy?,0,1,0,0,0,0
Is the exact reason known that Jesus got Crucified for?,1,0,0,1,0,0
Why was Nasser rejected from the Academy?,0,1,0,1,0,0
Can states grant rights to citizens that are not defined by the constitution?,0,0,0,1,0,0
Why were the controllers hard-wired to the console with no connectors?,0,0,0,1,0,0
The largest ethnic group in somerset county is ,0,0,0,0,0,1
Why was COBOL created?,0,1,0,1,0,0
Why is zinc carbonate perfectly absorbed in the body?,0,1,0,1,0,0
Do the people of French ascendancy only speak Grecian languages?,1,0,0,0,0,0
Does everyone have horrible episodes of asthma?,1,0,0,0,0,0
Have reviews praised the PS3's hardware of software more frequently?,0,0,0,0,0,1
Why is the world population of Jews easy to measure?,0,1,0,1,0,0
Why were they striking?,0,0,0,1,0,0
Is there a cure for long acting beta agonists?,1,1,0,0,0,0
In the 1800 election why did Thomas Jefferson get the second vote?,0,0,0,1,0,0
Why were many buildings covered with marble?,0,0,0,1,0,0
From the late 1990s to mid 2000s was drug use in teens on the rise or decline?,0,0,0,1,0,0
Why is clothing slow to change?,0,0,0,1,0,0
Why was Dogri untouched by external customs?,0,0,0,1,0,0
Why did Morse retire?,0,0,0,1,0,0
Why did most countries need an adapted version of ASCII?,0,0,0,1,0,0
Is wisdom the same thing as intelligence?,0,1,0,0,0,0
In 1991 was a proposal for a new league postponed?,0,1,0,0,0,0
Why didn't Houston's economy have problems in the late 1980's?,0,0,0,1,0,0
The top 3 industries in Nanjing are?,0,1,0,0,0,0
The custom of designating areas of Jewish settlement with biblical names meant that France was called?,0,1,0,0,0,0
Why does Windows RT only work with apps included with the system?,0,0,0,1,0,0
Why is the translation of sung texts more restrictive?,0,0,0,1,0,0
Was illiteracy a factor in changing the minds of parents of child labourers?,0,0,0,1,0,0
According to Brian Cowan was learning more or less formal in coffeehouses as opposed to private institutions?,0,0,0,0,0,1
Has the country been able to overcome the problems of government with the previous regime?,0,0,0,1,0,0
Do lifestyle changes definitely have an affect on long term memory?,0,0,0,0,0,1
Why was this plant chosen for sequencing?,0,1,0,1,0,0
Why did Francis Grose think that Norfolk Island should be kept as a penal settlement?,0,0,0,1,0,0
Why do animals not consume zinc in their diet?,0,0,0,1,0,0
Is the current frequency higher or lower at high speed?,1,0,0,0,0,0
Was it presidential or vice presidential debate held at Washington University in 2000?,1,0,0,0,0,0
List two reasons why Libya become an 'international pariah.',0,0,1,1,0,0
Was the practce behind the meaning of the Mary inception festivals taught at Universities of theology ?,0,1,0,0,0,1
Why are landmarks for every Grand Lodge the same?,0,0,0,1,0,0
Why do many Somalis live in South Asia and Europe?,0,0,0,1,0,0
Why didn't the functions of police grow beyond law enforcement to urban planning?,0,0,0,1,0,0
Why did the committee consider a 0 bit code?,0,1,0,1,0,0
Why did Somalia Post partner with Western Countries?,0,0,0,1,0,0
Why was the first quantized model of the atom destroyed?,0,0,0,1,0,0
Why is the translation of sung texts not restrictive?,0,0,0,1,0,0
Why has production automation become popular?,0,0,0,1,0,0
Is poultry available in various forms?,1,0,0,0,0,0
Is refraining from touching a hot stove a common sense or culturally-relative standard?,1,0,0,0,0,0
Why is Liaoning assigned to any of China's operation fleets?,0,1,0,1,0,1
Are longer recordings as found in operas made for use with auto-changing systems?,1,0,0,0,0,0
Why does Milena Sterio consider UNSC members great powers?,0,0,0,1,0,1
Does self-examination begin early or late in adolescence?,0,0,0,0,0,1
Why do satellites need to fire engines every few days to keep orbit?,0,1,0,1,0,0
Are demand side solar technologies generally active or passive?,0,0,0,0,0,1
Why might the scales fail?,0,0,0,1,0,0
Why were bacteria and archaea dominant forms of life?,0,0,0,1,0,0
Why did Chinese philosophy begin to mix with western concepts?,0,0,0,1,0,0
Trees with two branches minimized opportunities for that? ,0,0,0,0,1,0
Why do New Haven city officials like Yale?,0,0,0,1,0,0
Why is spirometry used to diagnose COPD?,0,1,0,1,0,0
Why some sections of Bakerloo and District lines were rewired to three-rail system?,0,0,0,1,0,0
Why did Telnet define an ASCII as EBCDIC?,0,1,0,1,0,0
Can renewable source of electricity be used in mobile power plants?,0,0,0,1,0,0
Why were the prince electors able to proclaim themselves King of Prussia?,0,0,0,1,0,1
Why have later generations always admired the Nara period?,0,0,0,1,0,0
Why did Hurd believe Burke's imitation was near perfect?,0,0,0,1,0,0
Why can paradoxes arise?,0,0,0,1,0,0
Why did Frederick reduce his manpower at Prague?,0,0,0,1,0,0
Do test circuits create permanent or temporary connections between traces?,0,0,0,0,0,1
Why did Pierce give the Start Screen such glowing reviews?,0,0,0,1,0,0
Why was Diane Watson in favor of the multiracial category?,0,0,0,1,0,0
Why did Paula Abdul appear on the season nine finale of American Idol?,0,0,0,1,0,0
Why was Nara maintained as the capital for 70 years?,0,1,0,1,0,0
Why was YouTube completely blocked in all countries?,0,0,0,1,0,0
MBS and CDO derive their value from?,0,0,0,0,0,1
Why was Arsenal's match on 22 Jan. 1927 at Highbury a first?,0,0,0,1,0,0
Why did Joseph Bédier prefer stemmatics?,0,0,0,1,0,0
Why were women slaves more popular?,0,0,0,1,0,0
Do people oppose of using the new Webly Stadium?,1,0,0,0,0,0
Name a property that copper silver and gold have in common.,0,1,0,0,0,0
Does the United Grand Lodge of England communicate with any of the 70 lodges on the CLIPSAS list?,1,0,0,0,0,0
Are the plants produced by this error able to reproduce?,1,0,0,0,0,0
Are the religious minorities in Iran - Christianity Judaism Zoroastrianism and Sunnis - a part of the Iranian Parliament?,1,0,0,0,0,0
Why are old-style new style not using the British Empire?,0,1,0,1,0,0
Why do birds need to molt?,0,1,0,1,0,0
Why is the concentrate of uranium in farmland so low?,0,1,0,1,0,0
Identify the French colonies lost to the British in 1759 and 1762.,0,1,0,1,0,0
Does everyone agree with the content of the letter?,1,0,0,0,0,0
Why do madaris extend enrollment to rich children?,0,0,0,1,0,0
Should alcohol be used to clean gramophone recordings?,1,0,0,0,0,0
Why are foods evaluated after 1984 reassessed?,0,0,0,1,0,0
Why did post-punk artists never produce and release their own music?,0,0,0,1,0,0
Is the Premier League the most watched football league in the world?,1,0,0,0,0,0
Are the languages of Myanmar widely used by other nations?,1,0,0,0,0,0
Did de Melo impose strict laws only on one class of people?,1,0,0,1,0,0
Why does NCAZ work closely with BSI?,0,0,0,1,0,0
Are 122nd Street's three segments contiguous or noncontiguous?,0,0,0,0,0,1
Why did the cab operators not like the tracks?,0,1,0,1,0,0
Why was the Royal Dutch Petroleum Company created?,0,1,0,1,0,0
Why couldn't differences in flora and fauna be explained by differences in regions alone?,0,1,0,1,0,0
Was the cup lost during that time?,0,0,0,0,0,1
Why did Stein win a Pulitzer?,0,0,0,1,0,0
Describe Gaddafi's first experience with education.,0,1,0,0,0,0
Why was the Greater London Council established?,0,0,0,1,0,0
What military occupation wasn't opened to men until the 2000s?,0,1,0,0,0,0
Why is San Francisco known as an iHub Innovation Center?,0,0,0,1,0,0
Does Armenia have more rural or urban hamaynker?,0,0,0,1,0,0
Why is this particular rule so controversial?,0,0,0,1,0,0
Was the new Regulating Bill of 1791 passed or defeated?,0,1,0,0,0,0
Why does Antarctica receive solar radiation?,0,0,0,1,0,0
Why didn't Stalin sign the pact?,0,0,0,1,0,0
Were Hellenistic armies smaller or larger than traditional Greek armies?,0,1,0,1,0,0
By storing smaller quantities of info long-term memory has this length of duration?,0,1,0,0,0,0
Did the India goverment take any actions against child labour?,1,0,0,1,0,0
Was he united with the Arians in his beliefs?,1,0,0,0,0,0
Why are the plates and dielectrics often staggered in larger value capacitors?,0,1,0,1,0,0
Children were employed in the home factories and were else in the 20th century?,0,1,0,1,0,0
Were any terrorist groups involved in the Burmese conflicts?,1,0,0,0,0,0
Is Thailand treated differently than other Axis countries?,1,0,0,0,0,0
Why do critics hate focusing on Shakespeare?,0,1,0,1,0,0
Why is the measurement of electric current an issue in the estimate of the gyromagnetic ratio?,0,1,0,1,0,1
Did the five clubs think this was a good idea?,1,0,0,0,0,0
In the case of an electromagnetic wave these are called quanta of light or protons,0,1,0,0,0,0
Are aluminum and glass considered to be environmentally friendly or environmentally harmful?,0,0,0,0,0,1
Why was green facial makeup worn by ancient Egyptians?,0,1,0,1,0,0
Why does long term exposure to stress have less impact?,0,0,0,1,0,0
Why was the first route not taken?,0,0,0,1,0,0
Why did John Stuart Mill disagree with Hume?,0,0,0,1,0,0
Why is using the tax revenues and credit of the more stable banks to bail out the ones in danger of default an accepted practice?,0,0,0,1,0,0
Why is hunting still vital in marginal climates?,0,0,0,1,0,0
Why did Hartshorne feel that God must not be affected by people?,0,0,0,1,0,0
Were Laserdiscs initially cheaper or more costly to produce than their VHS counterparts?,0,1,0,0,0,0
Why was the US military so small initially?,0,0,0,1,0,0
His central task is to describe social identity?,0,0,0,0,0,1
Why was Frederick able to retreat successfully?,0,0,0,1,0,0
Why did the year sometimes have to be double dated after 1582?,0,1,0,1,0,0
Name Philidelphia's largest park?,0,1,0,0,0,0
A lamp with more energy in the yellow and red spectrum are known to be?,0,1,0,0,0,0
Does the military still have a government presence in Burma?,1,0,0,0,0,0
In the past have relations between Ashkenazim and Sephardim tended to be warm or cold?,0,1,0,0,0,0
Is mahogany a hardwood or a softwood?,1,0,0,0,0,0
Have elections been held in Burma since the military coup in 1988?,0,1,0,1,0,0
IBM has worked with architects and designers such as Ludwig Mies van der Rohe I.M. Pei and Van der Rohe name one more.,0,1,0,0,0,0
Why did the US not send in ground troops after the United Nations approved the use of force?,0,0,0,1,0,0
Has the final been won by a club outside of the top divisions?,1,0,0,0,0,0
Why did Albania fall out with Thessaly Macedonia and Epirus?,0,0,0,1,0,0
Why are quails always silent?,0,0,0,1,0,0
Are all CFLs suitable for dimming?,1,0,0,0,0,0
Why don't New Haven city officials dislike Yale?,0,0,0,1,0,0
Why did Madrid cede the territory to the US?,0,0,0,1,0,0
Why did New York State ban marked cars for traffic cops?,0,0,0,1,0,0
Define 'lectio difficilior',0,1,0,0,0,1
Is there such a thing as bilingual state?,1,0,0,0,0,0
Why was martial law declared in Burma in 1989?,0,0,0,1,0,0
Do the poor families put a value on education?,1,0,0,0,0,0
Did Liberius sympathize with Athanasius?,1,0,0,0,0,0
Why are there not more arrests from undercover investigations of interstate wildlife commerce?,0,0,0,1,0,0
Is there a Christian radio station in Cork?,1,0,0,0,0,0
Why are the Jehovah's Witnesses reluctant to alert authorities to abuse?,0,0,0,1,0,0
Why is urban Melbourne divided into hundreds of suburbs?,0,0,0,1,0,0
Why did NARA establish the National Archives in 1934?,0,1,0,1,0,0
Why was Albert the heir presumptive to the throne?,0,0,0,1,0,0
Hoe does she describe Oprah Winfrey?,0,0,0,0,0,1
Is the trade of pesticides and pesticide treated goods limited to the United States?,1,0,0,0,0,0
Do mandolin notes decay faster or slower than smaller string instruments?,1,0,0,0,0,0
Why did Blacks move to Detroit in the middle of the 20th century?,0,0,0,1,0,0
Why do some countries display numbers in chunks of two to four numbers?,0,1,0,1,0,0
Why have ideographs been unable to be simplified like Hangul?,0,1,0,1,0,0
Why do organisms inherit the characteristics of their parents?,0,0,0,1,0,0
Why are herds of deer starting to enter residential areas in London?,0,0,0,1,0,0
Why are certain larger transformations permitted?,0,0,0,1,0,0
Why are cars with more technology at a higher risk for attack?,0,0,0,1,0,0
Was competition suspended due to the first world war?,1,0,0,0,0,0
Why did Northwestern replace its original official colors of yellow and gold?,0,0,0,1,0,0
Did these laws change behavior of white slaveholders and other powerful white men?,1,0,0,0,0,0
What was built inside the Roman fortress in the 700's?,0,1,0,0,0,0
Why is it possible to distinguish UTF-8 from other protocols?,0,1,0,1,0,0
Why is North Korea insisting that the 1953 armistice was violated?,0,0,0,1,0,0
Why does Friedrinch Netzsche believe human rights exist?,0,0,0,1,0,0
Why were ancient relics lying in the central region of Russia?,0,0,0,1,0,0
Does the amount of time adolescents spend on work and leisure vary from culture to culture or remain relatively constant?,0,1,0,0,0,0
Is summerwood the inner or outer portion of a growth ring?,1,0,0,0,0,0
Was the transition from Old Dutch to Modern Dutch gradual or did it happen quickly?,1,0,0,0,0,0
Do early or late maturing girls have more unwanted pregnancies?,1,0,0,0,0,0
Why are older neighborhoods in San Diego unpopular with cyclists?,0,1,0,1,0,0
Why do many hip hop and R&B artists turn to roots?,0,0,0,1,0,1
Is there any structural damage associated with secretory diarrhea?,0,0,0,1,0,0
Why is there no difficulty faced in using poultry to cultivate vaccines?,0,1,0,1,0,0
Why did the French want a Swiss bank president?,0,0,0,1,0,0
Why did Whitehead think people continued to subscribe to materialistic thinking?,0,0,0,1,0,1
Why are the Mollusca and Annelida considered to be close relatives?,0,1,0,1,0,0
Why did the Qing Qianlong Emperor send a large Chinese army into Tibet?,0,1,0,1,0,0
Softening metals can be achieved by?,0,1,0,0,0,0
The properties of a usable radio frequency can be called its?,0,1,0,0,0,0
Why was the Centre de Liasion et d'information des Puissances maconniques signataires de l'Appel de Strasbourg removed?,0,0,0,1,0,0
Why can outdoor activities take place all year in Miami?,0,1,0,1,0,0
Was the meeting at Canberra a group of people supporting or opposed to the Australian Labor Party?,0,0,0,1,0,0
Why did eastern power believe that the soviet government wouldn’t partake in another world war?,0,1,0,1,0,0
Were men travelling to London to become authors paid well or poorly by the publishing-bookselling guilds?,0,0,0,1,0,0
Why did the train catch fire?,0,0,0,1,0,0
Why are runway designs left-handed?,0,1,0,0,0,0
Why were the researchers recognized in 1975?,0,1,0,1,0,0
Is neoclassical design current in Britain?,1,0,0,0,0,0
Why does Sowell believe that there is little to no incentive for the preferred minority groups to perform at their best?,0,0,0,1,0,1
Was it a low amount or high amount of children that also worked in prostitution?,0,0,0,0,0,1
Is the cyberspace industry under attack or threatened by regulation?,1,0,0,0,0,0
Does the Liberal Party of Australia consider itself socialist or anti-socialist?,0,1,0,0,0,0
Is the Arundo donax a monocot or dicot cane plant?,1,0,0,0,0,0
Why was there concerns in 2010?,0,1,0,1,0,0
Did Swansea qualify for the Europa League in 2012-13?,1,0,0,0,0,0
Why has Unicode been criticized for not separately encoding forms of kanji?,0,1,0,1,0,0
Did MCA produce the disc or the players after being bought out?,0,0,0,0,0,1
This group was often exploited and had no legal protection or recourse.,0,1,0,0,0,0
Do shift values for symbols on modern keyboards correspond closely to the ASCII table?,1,0,0,0,0,0
Has Japan ever attacked Thailand?,1,0,0,0,0,0
