Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Was there a specific reason many Nicaraguans fled to the U.S.?,0,1,0,1,0,0
Detailing the global economic reforms needed if universal basic income becomes a necessity due to automation,0,0,1,0,1,1
Is iron denser than zinc?,1,1,0,0,0,0
Besides the information-processing perspective what is the other major approach to understanding cognitive change during adolescence?,0,1,0,0,0,1
Were people in pre-industrial societies considered to have long or short lifespans?,0,1,0,1,0,0
If time dilation as a result of space travel became a common experience for astronauts how would this affect human relationships and society?,0,0,0,0,1,1
Why is a plant chosen for the study of its cells?,0,1,0,1,0,0
In modern times has the population of White/Caucasian increase or decrease since the 70s?,0,1,0,1,0,0
Why did Telnet define an ASCII as EBCDIC?,0,1,0,1,0,0
Why was the political movement appointed for Joseph McCarthy?,0,1,0,1,0,0
Will cyberterrorism evolve with new technologies?,0,1,0,0,1,0
Why were swaps registered as debts by Eurostat at the time?,0,1,0,1,0,0
Why do some animals spend food in their intestines twice?,0,1,0,1,0,0
Why is measurement of electrical current a problem in estimating the gyromagnetic ratio?,0,1,0,1,0,1
Why was barbiturates and amphetamines restricted?,0,1,0,1,0,0
Enumerate the public health strategies for a world where genetic modification can prevent all diseases,0,0,1,0,1,1
Why was the term formalization and division used for the first time?,0,1,0,1,0,1
Why did he receive criticism for I Walk the Line?,0,1,0,1,0,0
Why was dBASE considered common?,0,1,0,1,0,0
Why was Nara kept as a capital for 70 years?,0,1,0,1,0,0
Imagine the impact on global tourism if virtual reality experiences became indistinguishable from real-life adventures,0,0,0,0,1,1
Why did the House of State think it could change Oklahoma's motto?,0,1,0,1,0,0
List the challenges and opportunities in education if augmented reality became the primary method of learning,0,0,1,0,1,1
Why have perks like relaxed zoning rules and special parking privileges been allowed for churches?,0,1,0,1,0,0
Why was the Chongqing Municipality formed?,0,0,0,1,0,1
Outline environmental conservation strategies in a world where weather conditions can be artificially controlled,0,0,1,0,1,1
If artificial intelligence reached a point where it could independently innovate how would this alter the landscape of intellectual property rights?,0,0,0,0,1,1
Why did a small group of people stay on Norfolk Island after others had already left?,0,1,0,1,0,0
List some famous French Impressionist painters and describe their distinctive styles.,0,0,1,0,0,1
Were the Hellenistic armies smaller or larger than the traditional Greek armies?,0,1,0,1,0,0
Why do agriculture and horticulture seek to make the most of the solar energy captured?,0,1,0,1,0,0
Is it true that French people are generally more concerned about health than Americans?,1,1,0,0,0,0
What trades did the Pitcairners establish while on Norfolk Island?,0,1,1,0,0,0
Is the use of tax revenues and credit from the most stable banks to bail out those at risk of default an accepted practice?,1,0,0,1,0,0
Detail the potential impacts on healthcare if a cure for aging was discovered?,0,0,1,0,1,0
Why does the general post office have a curved form?,0,1,0,1,0,0
Why have aircraft carriers increased in size since World War I?,0,1,0,1,0,0
What are Rajasthan's two main trading crops?,0,1,1,0,0,0
The common practice of immunology can be better characterized as?,0,0,0,1,0,1
Why does 'current' have that name?,0,1,0,1,0,0
Why are Low German varieties considered as standard German dialects?,0,1,0,1,0,1
Is corticosteroid therapy harmful or beneficial?,0,1,0,1,0,0
Why do some countries display numbers in pieces of two to four numbers?,0,1,0,1,0,0
Why were French troops in Bern?,0,1,0,1,0,0
Has TB infection increased or decreased worldwide since the beginning of the 21st century?,0,1,0,1,0,0
Is the capital city the holder of the largest amount of population in Myanmar?,1,1,0,0,0,0
Did De Melo impose strict laws on only one class of people?,1,0,0,1,0,0
Is there a great need for child-rearing in a pre-industrial society?,0,1,0,1,0,0
Why is the concentrate of uranium in farmland so high?,0,1,0,1,0,0
Loose soil from lack of trees along the river bed resulted in?,0,1,0,1,0,0
Why can temperatures vary so much between the city of Cork and the weather station maintained at the airport?,0,0,0,1,0,1
"If artificial intelligence came to a point where it could innovate independently, how would it change the intellectual property rights landscape?",0,0,0,0,1,1
Why does Whitehead think that people continue to adhere to materialistic thinking?,0,0,0,1,0,1
Imagine a world where humans have developed the capacity to live in underwater cities; how would this affect geopolitical boundaries and ocean exploration?,0,0,0,0,1,1
Why shouldn't zinc be given alone to those with several deficiencies?,0,1,0,1,0,0
Why is finding the last exemplar important in textual criticism?,0,1,0,1,0,0
Why did many hardware developers choose not to redraw the Mac operating system and rewrite the programming code?,0,1,0,1,0,0
Why was the Yongle Emperor said to have been planning to send military forces into Tibet?,0,1,0,1,0,0
Do bacteria have membrane-bound organelles in their cytoplasm?,1,1,0,0,0,0
Why do muslim anti-masonics believe that the Freemasons want to destroy the Al-Aqsa Mosque?,0,1,0,1,0,0
Why did the Chinese government ban products based on Windows 8?,0,1,0,1,0,0
Have there been any changes to the restrictions on communications networks in Burma?,0,1,0,1,0,0
Why did George Francis Train refuse to extend the line?,0,1,0,1,0,0
Why was Virgil called 'The Swan of Mantua'?,0,0,0,1,0,1
Was terrorism considered a threat after the cold war?,0,1,0,1,0,0
Why are the Marshall Islands the most threatened nation on Earth?,0,1,0,1,0,1
Is terrorism considered a threat after the cold war?,0,1,0,1,0,0
Why were barbiturates and amphetamines restricted?,0,1,0,1,0,0
Enumerate the changes in personal relationships if telepathy became a common human ability?,0,0,1,0,1,0
Why do DNA replication and transcription occur in the 5'→3' direction?,0,1,0,1,0,0
Do Protestants celebrate Marian feasts or not?,0,1,0,1,0,0
If the dilation of time following the voyage in space became a common experience for astronauts how would this affect human relations and society?,0,0,0,0,1,1
Why can American tort law not be easily summarized?,0,1,0,1,0,1
Why are plates and dielectrics often shifted in higher-value capacitors?,0,1,0,1,0,0
Name two U.S. bills that want to ban antibiotics in food production?,0,1,0,0,0,1
Have elections been held in Burma since the military coup in 1988?,0,1,0,1,0,0
Why did one person stay on Norfolk Island after others had already left?,0,1,0,1,0,0
Why are the presence of certain enzymes a sign of good health?,0,1,0,1,0,0
"Throughout European history, has child labour been seen as positive?",0,1,0,1,0,0
Why did von Neumann join government work?,0,0,0,1,0,1
Why did English Freemasonry almost stop in 1799?,0,1,0,1,0,1
Why did the term house become popular?,0,1,0,1,0,0
Why does Milena Sterio consider UNSC members great powers?,0,0,0,1,0,1
Arnold J Toynbee believed what?,0,1,0,1,0,0
Why was a cyber security plan unveiled in October of 2010?,0,1,0,1,0,0
Why has Iran been included in the collection of regions?,0,1,0,1,0,0
Detail changes in family dynamics if humans had a lifespan of 200 years?,0,0,1,0,1,0
Why is China's government not similar to unity structure?,0,1,0,1,0,0
Why were the tiny letters shaped so that most of the codes were together?,0,1,0,1,0,0
Does summertime gets weather hotter than 90 degrees?,0,1,0,0,1,0
Why did old Persian retained its old characteristics long after the old Iranian languages?,0,1,0,1,0,0
Why does the voltage of the collector decrease in the transistors circuits to the earth?,0,1,0,1,0,0
In modern usage why Mizrahim is sometimes called Sefaradi?,0,1,0,1,0,1
Why aren't leeches in danger?,0,1,0,1,0,0
Why do research findings believe the Internet has a negative effect on teen physical health?,0,1,0,1,0,0
Name an event that can be contributed to the revolution.,0,0,1,1,0,0
Is it known why developing countries are economically disadvantaged?,1,0,0,1,0,0
Why do most amphibian and bird reptiles look green?,0,1,0,1,0,0
Why goals were accomplished the the KPA and PVA's use gongs during these attacks?,0,1,0,1,0,1
Why more ligatures in Unicode are likely to arrive?,0,1,0,1,0,0
List the technological advancements and their impacts if teleportation became commercially available by 2050,0,0,1,0,1,1
Why did the need for Bermuda's salt diminish?,0,1,0,1,0,0
Describe the educational reforms needed to allow students to download their knowledge directly into their brains.,0,0,1,0,1,1
Why are some leeches endangered?,0,1,0,1,0,0
Has Lisbon suffered from epidemics caused by disaster?,1,1,0,0,0,0
Why did the committee review a 0-bit code?,0,1,0,1,0,0
What did Rutherford establish in every congregation in 1919?,0,1,0,0,0,1
Why are older neighborhoods in San Diego unpopular with cyclists?,0,1,0,1,0,0
Why did the prophet Muhammad esteem men in Medina?,0,1,0,1,0,0
Why was Iran included in the collection of regions?,0,1,0,1,0,0
What is one of the 527 groups appointed in the 2004 elections?,0,1,1,0,0,0
Why did San Francisco schools close during the Cedar Fire?,0,1,0,1,0,0
Were any of the railways electrified?,1,1,0,0,0,0
Have the Mongolian invasions of Burma left lasting signs?,0,1,0,1,0,0
Name some examples of non-infectious causes of hyperthyroidism?,0,1,1,0,0,0
How the discovery of an ancient civilization advanced under the ocean would change our understanding of history,0,0,0,0,1,1
Why did the year sometimes have to be doubled after 1582?,0,1,0,1,0,0
If all matter is removed from a vacuum would it be empty space?,0,1,0,1,1,0
Why is network security under consideration?,0,1,0,1,0,0
Why was this prize awarded by the Pope to Lyndon B. Johnson?,0,0,0,1,0,1
Why besides limited periods of time would youtube not be allowed in a country?,0,0,0,1,0,1
Why do infants and young childrens memories need to be assessed differently?,0,1,0,1,0,0
Why did Microsoft reduce the resolution required for tablets?,0,1,0,1,0,0
In modern usage why is Mizrahim sometimes termed Sephardi?,0,1,0,1,0,1
Why did eastern power believe that the soviet government wouldn’t partake in another world war?,0,1,0,1,0,0
Why did some accuse Ibn Sina of burning down the royal church?,0,1,0,1,0,0
When did Britain encourage immigration of workers?,0,1,0,1,0,0
Why do birds need to perceive ultraviolet light?,0,1,0,1,0,0
Why is the use of solar balloons typically limited to the toy market?,0,1,0,1,0,0
Why is xenon gas not used more widely?,0,1,0,1,0,0
Why are the languages of the indigenous peoples of Venezuela at risk of disappearing?,0,1,0,1,0,0
Why do rightholders complain about Wikipedia.org?,0,1,0,1,0,1
Why is Mexico City vulnerable to flooding?,0,1,0,1,0,0
Why are there calls for territorial changes?,0,1,0,1,0,0
Why does a litigant initiate a lawsuit under the Civil Rights Act of 1801?,0,1,0,1,0,0
Why was Java available for the Mac?,0,1,0,1,0,0
Why are plants important to human life?,0,1,0,1,0,0
Why has the use of organochlorine hydrocarbons ceased?,0,1,0,1,0,0
Why is Israel called Canaan?,0,1,0,1,0,0
Why would the method of progressive application of operating voltage not be appropriate to protect electrolytic capacitors in modern appliances?,0,1,0,1,0,0
Along with anti-death penalty advocacy why has there been a shortage in drugs for lethal injections in the United States?,0,0,0,1,0,1
Why did JFK send a letter to Pope John Paul II?,0,1,0,1,0,1
Why did these recent immigrants find it difficult to become permanent residents?,0,0,0,1,0,1
Why were the first buildings narrow?,0,1,0,1,0,1
"Is it true that French people are the biggest wine consumers in the world, and if so, what are the reasons for this?",1,1,0,0,0,1
Why is there a debate about not moving the capital of Alaska to another town?,0,1,0,1,0,0
Why can't Photo CDs work on a computer?,0,1,0,1,0,0
Name one of the reasons urbanization grew in China.,0,1,0,1,0,0
How would the discovery of an ancient advanced civilization beneath the ocean floor change our understanding of history,0,0,0,0,1,1
Why do motors have little space for insulation?,0,1,0,1,0,0
Why are empiricists and rationalists similar?,0,1,0,1,0,0
Why were popular paints and pigments in the nineteenth century highly toxic?,0,1,0,1,0,0
Why didn't taxi drivers like the tracks?,0,1,0,1,0,0
Why was Phillip Phillips hospitalized during his time on American Idol?,0,1,0,1,0,0
Why does geography affect the amount of solar energy available?,0,1,0,1,0,0
Why did Henry VIII want to execute his fifth wife?,0,1,0,1,0,0
Why do scholars say the times are different depending on the gospel it's written in?,0,0,0,1,0,1
What is one of the named 527 groups from the 2004 election?,0,1,1,0,0,0
How would the introduction of a universal translator device that could decode animal thoughts impact human-animal relationships and ethics?,0,0,0,0,1,1
Was the meeting at Canberra a group of people supporting or opposed to Franklin D. Roosevelt?,0,1,0,0,0,1
When power needed to be consolidated what was chosen to govern?,0,1,0,1,0,0
Why are Arabic translation efforts important to Western translation traditions?,0,1,0,1,0,0
Why do both values collapse into one point a problem?,0,1,0,1,0,0
Why is green the color of environmental movement?,0,1,0,1,0,0
List the steps that humanity should take to prepare a future where AI would surpass human intelligence in all areas,0,0,1,0,1,1
Why were port cities targeted by the Luftwaffe?,0,1,0,1,0,0
Why did Whitehead think people continued to subscribe to nonmaterialistic thinking?,0,0,0,1,0,1
Why do many plants grow more than normal in the Sahara?,0,1,0,1,0,0
Why did Gaddis Smith believe that John Kerry was leading the Liberal Party of Yale's Political Union?,0,0,0,1,0,1
What was the most notable naval victory EIC had?,0,1,0,0,0,1
The overvaluation of pooled sub-prime mortgages was based on the theory that housing prices would continue to do so?,0,1,0,1,0,0
Why did Peel quit?,0,0,0,1,0,1
Why did the Chief Commissioners Province of HP come into being?,0,0,0,1,0,1
Why doesn't the southwest speak English?,0,1,0,1,0,0
Why has Northwestern replaced its original official yellow and gold colours?,0,1,0,1,0,0
Why was the border between Mexico and the United States established one league south of San Diego Bay's most southern tip?,0,0,0,1,0,1
Is there a test to diagnose Spirometry?,1,1,0,0,0,0
Why does China need to resettle people in Chongqing?,0,1,0,1,0,0
Why can some memory recovery processes fail?,0,1,0,1,0,0
Was the practce behind the meaning of the Mary inception festivals taught at Universities of theology ?,0,1,0,0,0,1
If society shifted to a 20-hour workweek what would be the effects on productivity leisure and family life,0,0,0,0,1,1
List the societal changes required to adapt to a lifestyle where humans no longer require sleep,0,0,1,0,1,1
Why is CD-RW more expensive than ReWritable CD?,0,1,0,1,0,0
Was there a war between the Mexicans and the Texans?,1,0,0,1,0,0
Why do some people believe Whitehead's writings may have restricted his influence?,0,1,0,1,0,0
Why did James T. Costa think the larger abandoned book would not have been as successful?,0,0,0,1,0,1
Did child labour exist in the twenty-first century?,0,1,0,1,0,0
Why was the Centre de Liasion et d'information des Puissances maconniques signataires de l'Appel de Strasbourg set up?,0,1,0,1,0,1
Why might Mandarin and Cantonese not be regarded as dialects?,0,0,0,1,0,1
Identify the French colonies lost to the British in 1759 and 1762.,0,1,0,1,0,0
Why did the Board of Trustees choose to name Washing University after George Washington?,0,1,0,1,0,1
Is there a universal definition of asthma?,1,1,0,0,0,0
What are Rajasthans two main cash crops?,0,1,1,0,0,0
"With his political corruption, why did Forbes call Miami the second most miserable city in the country in 2011?",0,1,0,1,0,0
Did England win the FIFA World Cup in 1990?,1,1,0,0,0,0
Did the FBI target MLK?,1,0,0,1,0,0
Does adolescent involvement in family work and routines have a positive or negative impact on feelings of self-esteem and interest in others?,0,0,0,1,0,1
Why can't the US law on criminal liability be easily summarized?,0,1,0,1,0,1
Was the Hanseatic league exclusively German?,1,1,0,0,0,0
Why is the translation of the New Testament into Greek known as the Septuagint?,0,1,0,1,0,0
Name a reason why ancient and distinct Jewish languages have largely fallen out of use?,0,1,0,1,0,0
Why did the Dutch reject Britain's offer to join the alliance?,0,1,0,1,0,0
Why was France angry with the British-Prussia agreement?,0,1,0,1,0,0
Is it clear why developing countries are economically disadvantaged?,1,0,0,1,0,0
Why is energy gain difficult to measure by weight?,0,1,0,1,0,0
Detail changes in environmental policy if evidence of life has been found on another planet?,0,0,1,0,1,0
Does slow or rapid growth make relatively porous light wood?,0,1,0,1,0,0
Describe the technological progress required if Mars began colonization next year?,0,0,1,0,1,0
What if a new mineral was discovered on Mars that could revolutionize energy production; how would this affect space politics and economy?,0,0,0,0,1,1
Name the wars that was caused by the intense competition between the EIC and Dutch East India Company,0,0,1,0,0,1
Why is a litigant taking legal action under the Civil Rights Act of 1801?,0,1,0,1,0,0
What lead to the king's excommunication?,0,1,0,1,0,0
What if teleportation became a reality but was extremely expensive; who would use it and for what purposes,0,0,0,0,1,1
Are all the sources of crucifixion literary?,0,1,0,1,0,0
Why isn't the value of C0 unattainable in reality?,0,1,0,1,0,0
Why is attachment to things in vain?,0,1,0,1,0,0
Why does Van Praag believe that the Ming court created a diplomatic delegation with Tibet?,0,0,0,1,0,1
Is there a cure for long-acting beta-agonists?,1,1,0,0,0,0
Why is it possible that the zinc name can be derived from the German zinn?,0,1,0,1,0,0
How would the integration of AI into judicial systems affect the speed and fairness of legal proceedings,0,0,0,0,1,1
Why did Kierkegaard believe humans could have a system for reality?,0,0,0,1,0,1
Why is there a month of cybersecurity?,0,1,0,1,0,0
Why does the Georgian party want to increase support to political parties?,0,1,0,1,0,0
What adjustments would be needed in legal systems if time travel to the past was possible?,0,0,1,0,1,0
Is it true that French people are generally more health-conscious than Americans?,1,1,0,0,0,0
Why was the mouth of Leyden's pots closed?,0,1,0,1,0,0
Detail the process for integrating advanced robotics into all aspects of daily life without displacing the workforce,0,0,1,0,1,1
Why have ideographs been unable to be simplified like Hangul?,0,1,0,1,0,0
Why was the estimation board found unconstitutional?,0,0,0,1,0,1
According to the teaching of the Catholic religion is a savior for the world needed ?,1,0,0,1,0,0
Why was the Empire Stadium renamed to Wembley Stadium?,0,1,0,1,0,0
Why did Whitehead think people continued to subscribe to materialistic thinking?,0,0,0,1,0,1
How would world cultures and languages evolve if humans began to colonize other planets in the next century?,0,0,0,0,1,1
Why would an issuer have additional adjustments?,0,1,0,1,0,0
Why do people eat Gaejang-guk in the summer months?,0,1,0,1,0,0
"And if there was indisputable evidence of a multiverse, how would it affect our philosophical and religious conceptions?",0,0,0,0,1,1
Why is the term saturation named as such?,0,1,0,1,0,0
Why is the Thuringian landscape not shaped by human influence?,0,1,0,1,0,0
"In addition to the fight against the death penalty, why a shortage of drugs for lethal injections in the United States?",0,0,0,1,0,1
How would legal systems around the world adapt to the introduction of mind-reading technology in courtrooms?,0,0,0,0,1,1
How did Pierre-Auguste Renoir's childhood and upbringing influence his artistic style and subject matter in his paintings?,0,0,0,1,0,1
Along with its political corruption why did Forbes call Miami the country's second most miserable city in 2001?,0,0,0,1,0,1
What did Avicenna want to reconcile with Islamic theology?,0,1,0,1,0,1
Did de Melo impose strict laws only on one class of people?,1,0,0,1,0,0
Why is there a video length limit on SVCD?,0,1,0,1,0,0
Imagine a world where humans have developed the ability to live in underwater cities; how would this affect geopolitical boundaries and oceanic exploration?,0,0,0,0,1,1
Why is there a debate on the dubbing of the oldest indigenous vertebrate diamond-backed terrapin?,0,1,0,1,0,1
List the transformations of daily life if humans no longer need sleep?,0,0,1,0,1,0
If humanity could fully harness the energy of black holes what would be the implications for space exploration and energy consumption?,0,0,0,0,1,1
"The CBC indicated that it did not want to pay for the transition from analogue to digital, because that is why it does it?",1,0,0,1,0,0
Why helps add an extra bounce to the floor?,0,1,0,1,0,0
Why did Hegel argue that the finite qualities were real?,0,1,0,1,0,1
Why is bilingualism still spoken in these states?,0,1,0,1,0,0
Why were political radicals such as Ernst Haekel so interested in On the Origin of Species?,0,1,0,1,0,0
Why were sales of the Power Mac G4 Cube slow?,0,1,0,1,0,0
Describe societal adjustments if humans have acquired photosynthesis capability?,0,0,1,0,1,0
"With regard to education in Swaziland, what is a NCP otherwise called?",0,1,0,0,0,1
Why didn't the Japanese launch their planned attack on September 20 1945?,0,1,0,1,0,0
Why would zinc be derived from the imaginary word zinke?,0,1,0,1,0,0
What did Arnold J Toynbee think?,0,1,0,1,0,0
Why did German raids decline between 1916-1918?,0,1,0,1,0,0
List some famous French impressionist painters and describe their distinctive styles.,0,0,1,0,0,1
Identify the French colonies lost against the British in 1759 and 1762.,0,1,0,1,0,0
Why can't some memories be held onto forever?,0,1,0,1,0,0
What invasion caused the collapse of the Mali Empire?,0,1,0,1,0,0
Was Menzies for or against nationalizing the banking system in Australia?,0,1,0,1,0,0
Are Protestants celebrating Marian holidays or not?,0,1,0,1,0,0
Why are Low German varieties regarded as dialects of standard German?,0,1,0,1,0,1
Outside of promoting diversity was does Eastland believe the other reason to be against affirmative action is?,0,1,0,0,0,1
Why did the Russian Orthodox Church and Federation of Jewish Communities of Russian asked members to boycott the concert?,0,1,0,1,0,0
Why did Gaddis Smith believe John Kerry led Yale's Political Union Liberal Party?,0,0,0,1,0,1
Why is the term post-punk sometimes challenged?,0,1,0,1,0,0
Why is the presence of certain enzymes a sign of good health?,0,1,0,1,0,0
"Why was the Royal Assent Act, 1968 passed?",0,1,0,1,0,0
Outline the security measures needed to protect digital consciousness in a world where spirits can be downloaded,0,0,1,0,1,1
Why was Prince Hall Freemasonry formed?,0,1,0,1,0,1
Have the Slavic languages of the South developed consistently or independently?,0,1,0,1,0,0
"Why, in addition to limited periods of time, would you not be allowed in a country?",0,0,0,1,0,1
What would be the consequences of discovering an ancient civilization on Earth that was technologically advanced beyond current levels?,0,0,0,0,1,1
Why are poultry eggs useless outside of consumption?,0,1,0,1,0,0
Residence that speak German as their mother tongue and families have been in place for generations are often consider?,0,0,0,1,0,1
The siege of 1812 was fought against?,0,1,0,1,0,0
Why did the French government decide to build the TGV network (high-speed train) and what were the economic benefits of this decision?,0,0,0,1,0,1
What caused Eisenhower's attack in 1957?,0,1,0,1,0,0
Why are certain bacteria called predatory?,0,1,0,1,0,0
How would the discovery of a cure for aging affect global population resource management and the economy?,0,0,0,0,1,1
Why did Queen Victoria want to take control of other countries?,0,0,0,1,0,1
Why are certain larger transformations not permitted?,0,1,0,1,0,0
Why do almost all carriers using conventional aircraft have arrested-recovery systems?,0,1,0,1,0,0
"In Hegel's thought, what inner reality is possessed by the subject and the object?",0,1,0,0,0,1
Why did the FBI stop doing bullet lead analysis?,0,0,0,1,0,1
Was child labour rampant in Australia?,0,1,0,1,0,0
Why do critics hate to focus on Shakespeare?,0,1,0,1,0,0
According to the teaching of the Catholic religion is a savior for the necessary world?,1,0,0,1,0,0
When did Britain encourage the immigration of workers?,0,1,0,1,0,0
Do some cultures not use the term 'Black people'?,1,1,0,0,0,0
If a breakthrough in energy technology allowed for unlimited clean power how would this reshape global economies and geopolitical landscapes,0,0,0,0,1,1
Is the exact reason why Jesus was crucified?,1,0,0,1,0,0
Why did James T. Costa think that the biggest abandoned book would not have been so successful?,0,0,0,1,0,1
Why did Chesapeake Bay colonists begin to buy slaves?,0,1,0,1,0,0
Why is the initial stage of Ebola not very contagious?,0,1,0,1,0,0
Why are the languages of the indigenous peoples of Venezuela in danger of becoming extinct?,0,1,0,1,0,0
Why are depictions of God discouraged in Islam?,0,1,0,1,0,0
Whi did Victoria have to live with because she was unmarried?,0,1,0,0,0,1
Hooters rule of law key from pursuing personal ends and desires?,0,1,0,0,0,1
Why did many software developers choose not to redraw the Mac operating system and rewrite the programming code?,0,1,0,1,0,0
Why did Encyclopaedias and dictionaries become more popular at the age of reason?,0,1,0,1,0,0
Why did Whitehead view God's existence as a necessity for his metaphysical system?,0,0,0,1,0,1
Why do miniature PM motors use high energy magnets?,0,1,0,1,0,0
Why do people eat Gaejang-guk during the summer months?,0,1,0,1,0,0
Why was Nintendo accused of antitrust behaviour?,0,1,0,1,0,0
Why would the method of progressive application of operating voltage not be appropriate to protect electrolytic capacitors in older devices?,0,1,0,1,0,0
What trades did Pitcairners create on Norfolk Island?,0,1,1,0,0,0
When did EMI create the first stereo discs?,0,1,0,1,0,0
"Why do archaeologists view Iran as ""the Middle East""?",0,1,0,1,0,0
Why did the Soviets not create false elections in Poland?,0,0,0,1,0,1
Name one reason historians believe the conversion during the Roman era was limited in number and did not account for much of the Jewish population growth?,0,1,0,1,0,1
Why does ECRI reject theories based on the existence of different races?,0,0,0,1,0,1
Why do other versions of ASCII reload additional extensions?,0,1,0,1,0,0
Why would Italian Americans want to get themselves designated as members of a non-preferred group?,0,1,0,1,0,0
Why did the families send their daughters to Diego Monastery?,0,1,0,1,0,0
Why do so many multinationals have their American English headquarters in Miami?,0,1,0,1,0,0
Why did humans consider it necessary to resort to other breeding tactics in poultry?,0,1,0,1,0,0
Do adult teenagers or both weigh on the rewards and potential consequences of an action?,0,1,0,1,0,0
Does a tree growing quickly out in the open have thinner or thicker sapwood for its size than the same kind of tree in a dense forest?,0,1,0,1,0,0
Why were non - nobles and nobles called the same term?,0,0,0,1,0,1
Do bacteria have membrabe-bound organelles in their cytoplasm?,1,1,0,0,0,0
Name two reasons why the Low Countries turned against Philip II?,0,0,1,1,0,0
Why were Europe's Empires and Kingdoms dispatched?,0,0,0,1,0,1
Why did Telnet define an ASCII as a Network Virtual Terminal?,0,1,0,1,0,1
Why is the Chinese government not similar to the structure of unity?,0,1,0,1,0,0
Outline the security measures necessary to protect digital consciousness in a world where minds can be uploaded,0,0,1,0,1,1
Why was Virgil called Mantua's Swan?,0,0,0,1,0,1
Why is there no difficulty in using poultry to grow vaccines?,0,1,0,1,0,0
Why are CDs limited to one size?,0,1,0,1,0,0
Why do modern races resemble their wild ancestors?,0,1,0,1,0,0
Why was the term formalization and division first used?,0,1,0,1,0,1
Why couldn't differences in flora and fauna be explained by differences in regions alone?,0,1,0,1,0,0
Why is calculating the days of the Gregorian calendar not simple?,0,1,0,1,0,0
Why use two consecutive year dates?,0,1,0,1,0,0
What has begun pressuring department stores in more recent years?,0,1,0,1,0,0
How would the discovery of a parallel universe with advanced civilizations challenge our understanding of physics and society?,0,0,0,0,1,1
What nation was part of the Independence Bloc of Eritrean parties?,0,1,0,0,0,1
Why help add an extra rebound to the ground?,0,1,0,1,0,0
Why did HP province come into being?,0,0,0,1,0,1
Why has the tactics of bombing German base aircraft factories and fuel reserves not been practical?,0,1,0,1,0,0
Why did the year sometimes have to be double dated after 1582?,0,1,0,1,0,0
Why is sociocultural anthropology interested in the type of conflict?,0,0,0,1,0,1
Why was Gaddafi made fun of in elementary school?,0,1,0,1,0,0
"How did the Treaty of Versailles affect the political and social climate in France after World War I, and what were some of the long-term effects of this treaty?",0,0,0,1,0,1
Why was the Chinese network security team created?,0,1,0,1,0,0
Why did the CIRFU create Burnside rules?,0,1,0,1,0,0
Why are ice crevices formed?,0,1,0,1,0,0
What has started to put pressure on department stores in recent years?,0,1,0,1,0,0
Why is Israel referred to as Canaan?,0,1,0,1,0,0
Why cant artifacts from the Phoenicians be easily excavated?,0,1,0,1,0,0
Why was the Liaison and Information Centre of the Men's Authorities Signing the Strasbourg Appeal established?,0,1,0,1,0,1
Why should nursing women increase their water consumption?,0,1,0,1,0,0
Why does the sequence of one strand completely specify the sequence of its complement?,0,1,0,1,0,0
If a global pandemic could be predicted with absolute certainty 10 years in advance what steps should humanity take to prevent it?,0,0,0,0,1,1
Increasing pressure on the diaphragm thus increasing air output more frequently is usually caused by?,0,1,0,1,0,0
"If it became possible to accurately predict its future through technology, what would be the societal and psychological impacts?",0,0,0,0,1,1
What event led to the assumption of power by the Soviet government?,0,1,0,1,0,0
Why is less intellectual property more desirable?,0,1,0,1,0,0
Why did Kierkegaard believe that humans could have a system of reality?,0,0,0,1,0,1
Why can suburban lines built to different standards be complicated?,0,0,0,1,0,1
List environmental advantages and disadvantages if the majority of the world's population moves to environmentally friendly megacities,0,0,1,0,1,1
Describe the Popular Revolution.,0,0,0,1,0,1
Why would American Italians want to be nominated as members of a non-privileged group?,0,1,0,1,0,0
Why did she receive this award?,0,1,0,1,0,0
List the challenges and opportunities of education if augmented reality becomes the main method of learning,0,0,1,0,1,1
Why is this country so influential on Burmese academics?,0,0,0,1,0,1
Why was zinc being used in the 1930's?,0,1,0,1,0,0
Why did the world community notice the need for help?,0,0,0,1,0,1
Why was San Diego ineligible for two VHF channels?,0,1,0,1,0,0
In the 1950's why did the Picturephone not become a success?,0,1,0,1,0,0
Why is CBC's coverage preferable to that of other networks in the United States?,0,0,0,1,0,1
Ban Ki-moon says renewable energy has the capacity to bring the poorest nations to new levels of prosperity?,0,0,0,1,0,1
Why were nine large portals used in the construction of the Roman arch of Constantine?,0,1,0,1,0,0
Why did Emperor Kammu move the capital to Heian0kyo after a 1000 years?,0,1,0,1,0,1
"Is electricity produced from non-renewable forms, including?",0,1,1,0,0,0
Why is the base of a BJT narrow?,0,1,0,1,0,0
Mary stated that she was the mother of Jesus but also referred to herself as?,0,1,0,0,0,1
What effect did Whitehead have on the future of metaphysics?,0,1,0,1,0,0
