Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Economic conditions and societal inequality has caused the CBC to ignore this problem?,0,0,0,1,0,0
Do bantams lay regular sized eggs?,1,0,0,0,0,0
Why did living standards decline in 1980s Libya?,0,0,0,1,0,0
Is the exact reason known that Jesus got Crucified for?,1,0,0,1,0,0
The largest ethnic group in somerset county is ,0,0,0,0,0,1
Do the people of French ascendancy only speak Grecian languages?,1,0,0,0,0,0
Does everyone have horrible episodes of asthma?,1,0,0,0,0,0
Have reviews praised the PS3's hardware of software more frequently?,0,0,0,0,0,1
In 1991 was a proposal for a new league postponed?,0,1,0,0,0,0
According to Brian Cowan was learning more or less formal in coffeehouses as opposed to private institutions?,0,0,0,0,0,1
Has the country been able to overcome the problems of government with the previous regime?,0,0,0,1,0,0
Do lifestyle changes definitely have an affect on long term memory?,0,0,0,0,0,1
Is the current frequency higher or lower at high speed?,1,0,0,0,0,0
Was it presidential or vice presidential debate held at Washington University in 2000?,1,0,0,0,0,0
Why is the translation of sung texts not restrictive?,0,0,0,1,0,0
Is poultry available in various forms?,1,0,0,0,0,0
Is refraining from touching a hot stove a common sense or culturally-relative standard?,1,0,0,0,0,0
Are longer recordings as found in operas made for use with auto-changing systems?,1,0,0,0,0,0
Why does Milena Sterio consider UNSC members great powers?,0,0,0,1,0,1
Does self-examination begin early or late in adolescence?,0,0,0,0,0,1
Are demand side solar technologies generally active or passive?,0,0,0,0,0,1
Trees with two branches minimized opportunities for that? ,0,0,0,0,1,0
Why did Telnet define an ASCII as EBCDIC?,0,1,0,1,0,0
Do test circuits create permanent or temporary connections between traces?,0,0,0,0,0,1
Why did Pierce give the Start Screen such glowing reviews?,0,0,0,1,0,0
Why did Paula Abdul appear on the season nine finale of American Idol?,0,0,0,1,0,0
Why was Nara maintained as the capital for 70 years?,0,1,0,1,0,0
MBS and CDO derive their value from?,0,0,0,0,0,1
Do people oppose of using the new Webly Stadium?,1,0,0,0,0,0
Name a property that copper silver and gold have in common.,0,1,0,0,0,0
Does the United Grand Lodge of England communicate with any of the 70 lodges on the CLIPSAS list?,1,0,0,0,0,0
Are the plants produced by this error able to reproduce?,1,0,0,0,0,0
Are the religious minorities in Iran - Christianity Judaism Zoroastrianism and Sunnis - a part of the Iranian Parliament?,1,0,0,0,0,0
Why are old-style new style not using the British Empire?,0,1,0,1,0,0
Identify the French colonies lost to the British in 1759 and 1762.,0,1,0,1,0,0
Does everyone agree with the content of the letter?,1,0,0,0,0,0
Should alcohol be used to clean gramophone recordings?,1,0,0,0,0,0
Is the Premier League the most watched football league in the world?,1,0,0,0,0,0
Are the languages of Myanmar widely used by other nations?,1,0,0,0,0,0
Did de Melo impose strict laws only on one class of people?,1,0,0,1,0,0
Are 122nd Street's three segments contiguous or noncontiguous?,0,0,0,0,0,1
Why was the Royal Dutch Petroleum Company created?,0,1,0,1,0,0
Was the cup lost during that time?,0,0,0,0,0,1
Describe Gaddafi's first experience with education.,0,1,0,0,0,0
What military occupation wasn't opened to men until the 2000s?,0,1,0,0,0,0
Was the new Regulating Bill of 1791 passed or defeated?,0,1,0,0,0,0
By storing smaller quantities of info long-term memory has this length of duration?,0,1,0,0,0,0
Did the India goverment take any actions against child labour?,1,0,0,1,0,0
Was he united with the Arians in his beliefs?,1,0,0,0,0,0
Were any terrorist groups involved in the Burmese conflicts?,1,0,0,0,0,0
Is Thailand treated differently than other Axis countries?,1,0,0,0,0,0
Why do critics hate focusing on Shakespeare?,0,1,0,1,0,0
Did the five clubs think this was a good idea?,1,0,0,0,0,0
In the case of an electromagnetic wave these are called quanta of light or protons,0,1,0,0,0,0
Are aluminum and glass considered to be environmentally friendly or environmentally harmful?,0,0,0,0,0,1
Why was green facial makeup worn by ancient Egyptians?,0,1,0,1,0,0
His central task is to describe social identity?,0,0,0,0,0,1
Does the military still have a government presence in Burma?,1,0,0,0,0,0
Is mahogany a hardwood or a softwood?,1,0,0,0,0,0
Have elections been held in Burma since the military coup in 1988?,0,1,0,1,0,0
Has the final been won by a club outside of the top divisions?,1,0,0,0,0,0
Are all CFLs suitable for dimming?,1,0,0,0,0,0
Why did Madrid cede the territory to the US?,0,0,0,1,0,0
Define 'lectio difficilior',0,1,0,0,0,1
Is there such a thing as bilingual state?,1,0,0,0,0,0
Do the poor families put a value on education?,1,0,0,0,0,0
Did Liberius sympathize with Athanasius?,1,0,0,0,0,0
Why are there not more arrests from undercover investigations of interstate wildlife commerce?,0,0,0,1,0,0
Is there a Christian radio station in Cork?,1,0,0,0,0,0
Why are the Jehovah's Witnesses reluctant to alert authorities to abuse?,0,0,0,1,0,0
Why is urban Melbourne divided into hundreds of suburbs?,0,0,0,1,0,0
Hoe does she describe Oprah Winfrey?,0,0,0,0,0,1
Is the trade of pesticides and pesticide treated goods limited to the United States?,1,0,0,0,0,0
Do mandolin notes decay faster or slower than smaller string instruments?,1,0,0,0,0,0
Why do some countries display numbers in chunks of two to four numbers?,0,1,0,1,0,0
Was competition suspended due to the first world war?,1,0,0,0,0,0
Why did Northwestern replace its original official colors of yellow and gold?,0,0,0,1,0,0
Did these laws change behavior of white slaveholders and other powerful white men?,1,0,0,0,0,0
Is summerwood the inner or outer portion of a growth ring?,1,0,0,0,0,0
Was the transition from Old Dutch to Modern Dutch gradual or did it happen quickly?,1,0,0,0,0,0
Do early or late maturing girls have more unwanted pregnancies?,1,0,0,0,0,0
Why are older neighborhoods in San Diego unpopular with cyclists?,0,1,0,1,0,0
Why did Whitehead think people continued to subscribe to materialistic thinking?,0,0,0,1,0,1
Why are the Mollusca and Annelida considered to be close relatives?,0,1,0,1,0,0
Why did the Qing Qianlong Emperor send a large Chinese army into Tibet?,0,1,0,1,0,0
Why can outdoor activities take place all year in Miami?,0,1,0,1,0,0
Was the meeting at Canberra a group of people supporting or opposed to the Australian Labor Party?,0,0,0,1,0,0
Why did the train catch fire?,0,0,0,1,0,0
Why were the researchers recognized in 1975?,0,1,0,1,0,0
Is neoclassical design current in Britain?,1,0,0,0,0,0
Why does Sowell believe that there is little to no incentive for the preferred minority groups to perform at their best?,0,0,0,1,0,1
Was it a low amount or high amount of children that also worked in prostitution?,0,0,0,0,0,1
Is the cyberspace industry under attack or threatened by regulation?,1,0,0,0,0,0
Is the Arundo donax a monocot or dicot cane plant?,1,0,0,0,0,0
Did Swansea qualify for the Europa League in 2012-13?,1,0,0,0,0,0
Did MCA produce the disc or the players after being bought out?,0,0,0,0,0,1
Do shift values for symbols on modern keyboards correspond closely to the ASCII table?,1,0,0,0,0,0
Has Japan ever attacked Thailand?,1,0,0,0,0,0
After emigration from the west did Jewish communities in places like Poland have a stable or unstable sociopolitical environment?,0,0,0,1,0,1
Why are glacial crevices formed?,0,1,0,1,0,0
Why did more than half a million people flee?,0,1,0,1,0,0
Are the bacteria that is found on poultry easy to get rid of?,1,0,0,0,0,0
Are basic antennas expensive?,1,0,0,0,0,0
Did the Liverpool Club place in the Champions League in 2005?,1,0,0,0,0,0
Outside of promoting diversity was does Eastland believe the other reason to be against affirmative action is?,0,1,0,0,0,1
Why did Selz publish his ideas?,0,0,0,1,0,1
Why can temperatures differ so much between the city of Cork and the weather station maintained at the airport?,0,0,0,1,0,1
Can real stacking be accomplished?,0,0,0,0,1,0
One company that IBM acquired in 2002 is?,0,1,0,0,0,0
The time span that is counted as the classical for the Greeks is from eras ?,0,1,0,0,0,0
Do the roots and shoots need each other?,0,0,0,0,0,1
Why does race undermine social cohesion in America?,0,0,0,1,0,1
Does minority leader always employ same strategy for party objectives?,0,0,0,0,0,0
Why did India stop supporting the military in Myanmar in 2008?,0,0,0,1,0,0
Are there any answers to the Pradox of the Stone?,0,1,0,0,0,0
Name some automobile manufacturers in the city of Ann Arbor,0,0,1,0,0,0
Does England have its own Parliament?,1,0,0,0,0,0
Do detritivores have a direct impact on \donor\ organisms?,0,0,0,0,0,1
Besides installation cost why are private flush toilets too expensive for most residents in Namibia?,0,0,0,1,0,0
Was there a specific topic as the main focus for the second debate?,0,0,0,1,0,0
Can women ask to be a member of the Masonic Lodge?,1,0,0,0,0,0
Are the effects of serotonin limited to the limbic system?,1,0,0,0,0,0
Is amnesia only seen in one form?,1,0,0,0,0,0
Why shouldn't zinc be given alone to those with several deficiencies?,0,1,0,1,0,0
Why did a regional referendum in 1996 to merge Berlin with surrounding Brandenburg fail?,0,0,0,1,0,0
Is the Salvadoran population still growing?,1,0,0,0,0,0
Why was a gap left at the mouth of Leyden jars?,0,0,0,1,0,0
By having 3 members on the council in Calcutta from the British Government they were always able to ____ the two EIC members?,0,0,0,0,0,1
Does the loser of the cup gain anything?,1,0,0,0,0,0
In 2006 did most people prefer the Xbox or PS2 versions of cross-platform games?,0,1,0,0,0,0
Does giant killing happen often?,0,0,0,0,0,1
Do most wide streets carry one-way or two-way traffic?,1,0,0,0,0,0
Is using the tax revenues and credit of the more stable banks to bail out the ones in danger of default an accepted practice?,1,0,0,1,0,0
Do European Leagues sell their television rights per a collective level?,1,0,0,0,0,0
Why might Mandarin and Cantonese not be regarded as dialects?,0,0,0,1,0,1
Name one of the states the Mississippi River flows through.,0,1,0,0,0,0
Why were the protesters arrested?,0,0,0,1,0,0
Why is it said that the Italian style can hold their own session?,0,1,0,0,0,0
Name another race in florida ,0,0,1,0,0,0
Is it probable improbable or impossible that a sovereign would withhold assent?,0,0,0,0,0,1
Why were alternative energy sources judged uneconomical in 2001?,0,0,0,1,0,0
Why did mathematical relations become necessary?,0,0,0,1,0,0
Is treatment with corticosteroids harmful or beneficial?,0,1,0,1,0,0
Cultural life in Utrecht is second to ,0,0,0,0,0,1
Name an event that can be contributed to the revolution.,0,0,1,1,0,0
Why were acids restricted?,0,0,0,1,0,0
Why did Schumann say the Poles were in mourning?,0,1,0,1,0,0
Are the minority of CDPs connected or disconnected from the North American road network?,1,0,0,0,0,0
Did America try to make Puerto Rico an English speaking territory?,0,1,0,1,0,0
The setting the mandolin was used in until the 1930's was?,0,1,0,0,0,0
After the Pitt act the Crown began to focus more on _______ efforts of its people in it territories?,0,0,0,1,0,0
During the 19th century was there any advocates for the working children?,0,1,0,0,0,0
Name two contributors to Reformed churches.,0,0,1,0,0,0
Does the two-way section of 10th Street have a dedicated bike lane?,1,0,0,0,0,0
Does the United Grand Lodge of England recognize Prince Hall Lodges?,1,0,0,0,0,0
Why does the Georgian party want to increase support to political parties?,0,1,0,1,0,0
Why is static analysis impossible with query languages?,0,1,0,1,0,0
Are males and females expected to express their sexuality in the same ways or are there discrepancies between genders and cultures?,1,0,0,0,0,0
Do milestones such as driving a vehicle serving on a jury voting and marriage all have a common age of responsibility?,0,0,0,0,0,1
Voter demographics of Florida in the 1950's,0,0,1,0,0,0
Are integrated AC-3 demodulators common in LaserDisc players or a rare find?,0,0,0,0,0,1
Are DVDs partially or entirely digital?,0,1,0,0,0,0
Does daylight savings sometimes minimize or magnify the drawbacks of standard time?,0,0,0,0,1,0
Did the Rockingham Whigs ever regain power as a opposition to the government?,0,0,0,0,0,1
Why wasn't secondary school introduced in the U.S?,0,0,0,1,0,1
Did the FBI investigate Martin Luther King Jr.?,1,0,0,1,0,0
Why did Neptune appear to be in its exact discover position?,0,1,0,1,0,0
Why was the Quianjiang Municipality formed?,0,1,0,1,0,0
Name the other two important Ming generals?,0,0,1,0,0,0
Does Triangle Transit have a van service?,1,0,0,0,0,0
Why does clinical immunology extend to those areas?,0,1,0,1,0,0
Did Arians have one set of beliefs?,1,0,0,0,0,0
Why were Italian bonds lost by the ECB?,0,0,0,1,0,1
Why were former Sun staff members put in police custody in early 2012?,0,1,0,1,0,0
Is teenage alcohol drug use at al all-time high or low?,1,0,0,0,0,0
Why did the foundation make the switch?,0,0,0,1,0,0
Why were pejorative terms sometimes used for the native populations?,0,0,0,1,0,0
Do a teen's friends have a large or small impact on their social development?,0,0,0,0,0,1
Did they need parental consent?,1,0,0,0,0,0
Why did Callaghan trade with the larger parties?,0,0,0,1,0,0
Are boys or girls more likely in some cultures to be thrown into child labour?,0,0,0,1,0,0
Why did the Russian Orthodox Church and Federation of Jewish Communities of Russian asked members to boycott the concert?,0,1,0,1,0,0
Are there any edifice points of interest that may be of note to visitors of Burma?,0,0,0,0,0,1
Why is China's government not similar to unity structure?,0,1,0,1,0,0
Why did the political ties between United Kingdom in Hanover and ?,0,0,0,1,0,0
Name three sub-cultures in the Center City?,0,0,1,0,0,0
Is Southampton's crime rate higher or lower than the national average?,1,0,0,0,0,0
Why is the base of a BJT narrow?,0,1,0,1,0,0
Did MUSE have a large or small target market even in Japan?,0,0,0,0,0,1
Why was the case of BPN more serious?,0,0,0,1,0,0
Can you name some common vegetables used in Cyprus?,0,0,1,0,0,0
Is it OK to drink alcohol while taking any risks?,1,0,0,0,0,0
These mandolin are used in unpopular dance music called?,0,1,0,0,0,0
Does Colorado have an official language?,1,0,0,0,0,0
Why were the non nobles and nobles referred as the same term?,0,0,0,1,0,1
Has TB infection increased or decreased worldwide since the start of the 21st century?,0,1,0,1,0,0
Name some of the teaching opportunities in the CAF off limits to women in the 1980s.,0,0,1,0,0,0
Does IRENE require the ability to touch the media?,1,0,0,0,0,0
Is there anyone automatically eligible?,1,0,0,0,0,0
Why was Kerry's brother messing with phone lines?,0,0,0,1,0,0
Could a Spanish ruler follow the same action of events as King Baudouin did in Belgium?,0,0,0,0,1,0
A version of baseball played in city streets was nicknamed was in the 1930s?,0,1,0,0,0,0
Why did different sects come about within Shiism?,0,0,0,1,0,0
Do Freemasons allow Catholics into their fraternity?,1,0,0,0,0,0
Are there reasons for the dark meat that poultry has?,0,1,0,0,0,0
Are any of the structures that were built at that time still around?,0,0,0,0,0,1
Why is this a bad practice?,0,0,0,1,0,0
Do clubs replay each other?,1,0,0,0,0,0
Did the FBI increase electronic surveillance?,1,0,0,0,0,0
Do boys or girls view drinking in a more social light?,0,0,0,0,0,0
Why is zinc carbonate poorly absorbed in the body?,0,1,0,1,0,0
Many of the most popular Digimon on?,0,0,0,0,0,1
Does cell division end in plants?,1,0,0,0,0,0
Does Florida have a high Hispanic population?,1,0,0,0,0,0
Do antibiotics cause obesity in humans?,1,0,0,0,0,0
Is there agreement on the status of all powers?,1,0,0,0,0,0
Why is Israel referred to as Canaan?,0,1,0,1,0,0
Throughout European history was child labour seen as a positive?,0,1,0,1,0,0
Along with anti-death penalty advocacy why has there been a shortage in drugs for lethal injections in the United States?,0,0,0,1,0,1
Why does the ECRI reject theories based on the existence of different races?,0,0,0,1,0,1
Why did Reprise only release one 78 rpm vinyl?,0,0,0,1,0,0
Why are some items made of iron only referred to by name?,0,0,0,1,0,0
Do any Roman structures still exist in our time?,0,1,0,0,0,0
Is Egypt able to sustain just from its own energy production?,1,0,0,0,0,0
Was it always held in Millennium Stadium?,1,0,0,0,0,0
Why do infants and young childrens memories need to be assessed differently?,0,1,0,1,0,0
Name the two women present with Mary at the Crucifixion of Jesus?,0,1,0,0,0,0
Do children or adolescents define themselves based on values thoughts and opinions?,0,0,0,0,0,0
Are communications services in Somalia mostly concentrated in the public or private sector?,0,1,0,0,0,0
Has Melbourne's air quality improved or declined since the 1980s?,0,1,0,0,0,0
While working does DBMS store information in one place?,0,1,0,0,0,0
Has any club won both in a same season?,0,0,0,0,0,1
Name a nation that has a one-party political system.,0,0,1,0,0,0
In the 1950's why did the Picturephone not become a success?,0,1,0,1,0,0
Do tidewater glaciers calve above or below sea level?,0,0,0,0,0,1
Name some cities downstream of the Yangtze river that are to the west of Sichuan?,0,0,1,0,0,0
Why is there a minimal risk of sunny dry or stable weather?,0,0,0,1,0,0
Why did the publisher remove the cover picture on Feynman's book?,0,0,0,1,0,0
Would the new top division have commerical independence from the Football Association as well as the Football League?,0,0,0,0,0,1
Name another example of a heavy isotope.,0,1,0,0,0,0
Why type of anthropology is the study of social organization a central focus of?,0,0,0,1,0,0
Has the demand for horse-hair bangles increased or decreased?,1,0,0,0,0,0
Why does Ashkenazim represent the overwhelming majority of Jews in the New World continents?,0,0,0,1,0,0
Name 2 rail companies that use the city as a hub?,0,0,1,0,0,0
Are there studies on Hispanic-American language?,0,1,0,0,0,0
Why might Neptune have more varied weather than Uranus?,0,0,0,1,0,0
Is Spain apart of federalism?,1,0,0,0,0,0
Why is it difficult to defend against DDos?,0,0,0,1,0,0
Why was insulin therapy delayed?,0,0,0,1,0,0
In deism is God represented in human form?,0,1,0,0,0,0
Why are the Somalian telecommunication companies so expensive?,0,0,0,1,0,0
Was Jesus in the tomb exactly 72 hours?,0,1,0,0,0,0
Why is Brasilia a good place for air sports?,0,0,0,1,0,0
Is there a metabolism in endospores?,1,0,0,0,0,0
Why do phloem sieve tubes stop forming?,0,1,0,1,0,0
Why did Republicans say they made the motion to contest Boxer?,0,0,0,1,0,0
Wendy did a fifth season begin airing in the United States?,0,0,0,0,0,1
Since 2003-04 has any club won all of its games like Arsenal did?,1,0,0,0,0,0
Were von Neumann's conclusions of collapse of entire universe cause accepted widely?,1,0,0,0,0,0
Does the Parliamentary Assembly had any kinds of legislative authority?,1,0,0,0,0,0
Name three types of immunological disorders?,0,0,1,0,0,0
Functioning as holder a light fixture can provide directed light and avoid?,0,0,0,0,0,1
Can you name some common fruits used in Cyprus?,0,0,1,0,0,0
Why did von Neumann join government work?,0,0,0,1,0,1
Is there a test to diagnose Spirometry?,1,1,0,0,0,0
Did cubism influence other fields outside of painting and sculpture?,0,0,0,0,0,1
Define lectio brevior,0,1,0,0,0,1
Why are the presence of certain enzymes a sign of good health?,0,1,0,1,0,0
Is there a universal definition of astham?,1,0,0,0,0,0
Are the sessions of City Parliament private or public?,1,0,0,0,0,0
When did the knightly genealogiae associate with heraldic devices?,0,1,0,0,0,0
Is Israel considered a safe state for Egyptians?,1,0,0,0,0,0
Is the FA cup sponsored?,1,0,0,0,0,0
Which country lies on Congo's western border?,0,1,0,0,0,0
Why do some cops use motorcycles to patrol?,0,1,0,0,0,0
Did the U.S. believe that Thailand was an Axis ally?,1,0,0,0,0,0
Is streaming the television series the same day that premieres?,1,0,0,0,0,0
Why did the FBI stop doing bullet lead analysis?,0,0,0,1,0,1
Why are divers attracted to Bermuda?,0,0,0,1,0,0
Are prices at these outlets generally higher or lower than street prices?,0,0,0,0,0,1
Why was the use of organochlorine hydrocarbons ended?,0,1,0,1,0,0
These types of birds have a tendon locking mechanism.,0,0,0,0,0,1
Why was the lawsuit eventually dismissed?,0,0,0,1,0,0
Have grad rates fallen or increased in the last years?,0,0,0,1,0,0
At one time Priest permanently were assigned to a church were referred to as?,0,1,0,0,0,0
Why might two plants be similar but not actually be in the same group?,0,0,0,1,0,1
A church was built on top of the Byzantine church of the Lazarium in what century?,0,1,0,0,0,0
What was the name of the largest ship operating in the Indian ocean?,0,1,0,0,0,0
Why did the tribes encourage marriage between Indigenous Americans and whites?,0,0,0,1,0,0
Why do birds need to perceive ultraviolet light?,0,1,0,1,0,0
Why were many killed in Underground Stations?,0,0,0,1,0,0
Why did Whitehead view the existence of God as a necessity for his mathematical system?,0,0,0,1,0,0
Has the game ever fail to sell out?,1,0,0,0,0,0
Are there other languages learned in the U.S. besides English?,1,0,0,0,0,0
Why are plants important to human life?,0,1,0,1,0,0
Name a University located in the city?,0,0,1,0,0,0
Are all domesticated and wild birds classified as poultry?,1,0,0,0,0,0
Identify a major Prussian loss to the Russians,0,0,1,0,0,0
Is it true that the first Cubist picture is The Demoiselles? ,1,0,0,0,0,0
People prefer CBS's coverage of sports for this reason?,1,0,0,0,0,0
Why do smaller schools want to play against major FBS teams?,0,0,0,1,0,0
Did the French take Quebec back?,1,0,0,0,0,0
Why isn't unalloyed zinc used in construction applications?,0,1,0,1,0,0
Has public school enrollment dropped or increased in the last 5 years?,0,0,0,0,0,1
Do predators have larger or smaller brains compared to their prey?,1,0,0,0,0,0
Did the country have lasting monarchs?,1,0,0,0,0,0
Was child labour common in European colonies?,1,0,0,0,0,0
Where is the average elevation 2000 to 3000 miles?,0,1,0,0,0,0
Why did CBC move The National in some areas?,0,0,0,1,0,0
Do Earth's lakes or glaciers hold the most freshwater?,0,1,0,0,0,0
Does Burma have more than one religion?,1,0,0,0,0,0
Why did Peel resign his commission?,0,0,0,1,0,1
Name an example of an administration that outlaws links between local and foreign political organizations.,0,1,0,0,0,0
Does the typical duration of relationships increase or decrease throughout the teenage years?,1,0,0,0,1,0
Why did many Slavic languages distance themselves from Russian influences?,0,1,0,1,0,0
Is creating endospore a reproductive process?,1,0,0,0,0,0
Why is finding the last exemplar important in textual criticism?,0,1,0,1,0,0
Why didn't LaserDisk gain popularity in North America?,0,0,0,1,0,0
Was the practce behind the meaning of the Mary inception festivals taught at Universities of theology?,0,1,0,0,0,0
Why was standard code useful for paper tape?,0,0,0,1,0,0
Are geese an important part of the poultry industry?,1,0,0,0,0,0
Can people in New Zealand vote for the Electoral Commission Party?,1,0,0,0,1,0
Do some varieties of poultry have more dark meat than others?,1,0,0,0,0,0
Is Bristol larger on the Gloucester or Somerset side of the River Avon?,1,0,0,0,0,0
Why was Gaddafi made fun of in elementary school?,0,1,0,1,0,0
Are there specific rules for not wearing head dresses?,1,0,0,0,0,0
Name a property that makes copper a good material to use in marine environments?,0,1,0,0,0,0
Why did Cech send out missionaries?,0,0,0,1,0,0
Is Afrikaans more or less complex compared to Dutch?,0,1,0,0,0,0
Did the actions of the Chinese fix their problems?,1,0,0,1,0,0
Why have perks like relaxed zoning rules and special parking privileges been allowed for churches?,0,1,0,1,0,0
Are minority leaders usually experienced?,1,0,0,0,0,0
Did many believe the FBI was resisting important changes?,1,0,0,0,0,0
Did Amendment 36 get passed?,1,0,0,0,0,0
Does communication with peers increase or decrease during adolescence?,0,0,0,0,0,1
Do any sees carry the right to the cardinalate?,1,0,0,0,0,0
Does Montana have a sales tax?,1,0,0,0,0,0
Why did early Muslim armies stay inside of cities?,0,0,0,1,0,0
Why are these companies rewarded?,0,0,0,1,0,0
Is the competition open to anyone?,1,0,0,0,0,0
Why have these recent immigrants had trouble becoming permanent residents?,0,0,0,1,0,1
Are modern day teenagers exposed to more or less media than other generations?,0,1,0,0,0,0
Are large jungle cats part of the animal population of Burma?,1,0,0,0,0,0
Why was the campus police established?,0,1,0,1,0,0
Is the top quartile of HDI considered high or very high human development?,1,0,0,0,0,0
Do all jurisdictions require the permit to be displayed in the elevator?,1,0,0,0,0,0
Are adolescents or children better able to understand that people do not have complete control over their thoughts?,0,0,0,0,0,1
In terms of a beach why might one see a red flag?,0,0,0,1,0,0
Can a person's sexual interest change over different times in their life?,0,1,0,0,0,0
Would you want to use passive infrared sensor in an area requiring 360-degree coverage?,0,0,0,0,0,1
Name other causes of viral infections?,0,0,1,0,0,0
Why did they decide against deleting all the code?,0,0,0,1,0,1
Can DC systems use low-level platform?,1,0,0,0,0,0
Why did Queen Victoria want to take over other countries?,0,0,0,1,0,1
Are all welcomed to practice faith openly in Burma?,1,0,0,0,0,0
Is there anything that trumps state law?,1,0,0,0,0,0
Was Melbourne more or less affected by the Late-2000s financial crisis in comparison to other Australian cities?,0,1,0,1,0,0
was built in the 16th century?,0,0,0,0,0,1
Were Ashkenazi Jews found to be a more or less genetically divergent population than Russians Orcadians French and Basques?,1,0,0,0,0,0
Does God have a gender?,1,0,0,0,0,0
Is a lectio brevrio or lectio difficilior approach more akin to the original text?,1,0,0,0,0,1
Why couldn't each moment of each person's life be given a different proper name?,0,0,0,1,0,0
Why are several anthropologists dismissed from their jobs according to David H. Price?,0,0,0,1,0,0
Why was it easy for people to believe that cotton grew on sheep that grew in plants?,0,0,0,1,0,0
Did the CIA confirm knowledge of Gaddafi's upcoming coup?,1,0,0,0,0,0
Why were different East Asian races divided in 1890 Census?,0,0,0,1,0,0
Have those books changed over time?,0,1,0,0,0,0
Has the world seen many or few changes in the observation of DST?,0,0,0,0,0,1
IndyMac resisted efforts by regulators to tighten the criteria of their loans?,1,0,0,1,0,0
Why is it hard to find the origin of the word Tajik?,0,1,0,1,0,1
Why did Teletype have the code for 'rubout'?,0,1,0,1,0,0
Why did Ukrainians collaborate with the Axis?,0,0,0,1,0,0
Voter demographics of florida in the 1950's ,0,0,1,0,0,0
Why did Dorgon keep Beijing as his capital?,0,0,0,1,0,0
Did all hold title of nobility?,1,0,0,0,0,0
Why do almost all carriers using conventional aircraft have arrested-recovery systems?,0,1,0,1,0,0
Why were some multiracial children sent to Europe?,0,0,0,1,0,1
Why did the Chinese government ban Windows 8 based products?,0,1,0,1,0,0
Why did Denmark-Norway remain neutral rather than assisting its longtime ally Britain?,0,0,0,1,0,1
Did the child workers receive anything from the christian mission schools?,1,0,0,0,0,0
Were the results of the 2010 elections accepted by the United Nations?,1,0,0,0,0,0
Why was Plymouth targeted the most?,0,0,0,1,0,0
Why do persistent infections never occur?,0,1,0,1,0,0
The pitch of complex tones can be?,0,1,0,0,0,1
Why did the emperor pay a small fortune in gifts?,0,0,0,1,0,0
The Archdiocese of Milwaukee says that the correct way to address a cardinal in English is?,0,1,0,0,0,0
Why is the card game controversial?,0,0,0,1,0,0
The largest populations of the county ,0,0,1,0,0,0
Why does the MULTI OUT connector differ between regions?,0,1,0,1,0,0
Why does materialism agree with phenomenalism? ,0,0,0,1,0,0
Name a sub-group of the Charismatic Movement.,0,0,1,0,0,0
Why did Feynman decide to accept all offers from the Institute of Advanced Study?,0,0,0,1,0,0
in wat year did  ireland join with great britian offically?,0,1,0,0,0,0
Do people look forward to Cinderella matches?,1,0,0,0,0,0
Why were Europe's Empires and Kingdoms dispatched?,0,0,0,1,0,1
The US revival of Georgian architecture is referred to as was,0,1,0,0,0,0
Does the bilateral treaty between Switzerland and the European Union establish rights or obligations amongst the EU and its member states?,0,1,0,0,0,1
Name two diverse geographies that king George II had to protect.,0,0,1,0,0,0
Is wood production of a tree lessened or increased as it ages?,1,0,0,0,0,0
Why was the ability to play BR-Video taken off of Windows Media Player?,0,1,0,1,0,0
Can classification be helpful in determining differences between distinct species?,0,1,0,0,0,0
Why has Thai alphabet support been criticized?,0,0,0,1,0,0
Can a reader be certain of the validity of information found in a clear-text edition?,0,0,0,0,0,1
Have there been any changes to restrictions placed on the communications networks in Burma ?,0,1,0,1,0,0
Why was this film relevant enough to be the first ?,0,0,0,1,0,1
Name another example of a heavy transitope.,0,0,1,0,0,0
Were the Arians united in their oppostion?,0,0,0,0,0,1
Why did the total investment in renewable energy go up in 2012?,0,0,0,1,0,0
Why are certain bacteria called predatory?,0,1,0,1,0,0
Does Venezuela have immigrants from other countries?,1,0,0,0,0,0
Are transactions limited?,1,0,0,0,0,0
Did the Austrians retain Glatz?,1,0,0,0,0,0
During puberty and adolescence do most children share the same or different attitudes and values as their parents?,0,0,0,1,0,0
Why did the Japanese begin to breed quails in the 20th century?,0,1,0,1,0,0
Is latewood denser or less dense than earlywood?,0,1,0,0,0,0
Do American Hispanics speak English in the home?,1,0,0,0,0,0
Does chicken contain fat?,1,0,0,0,0,0
Did the people believe they were served well by the FBI?,1,0,0,0,0,0
Are tin and glass considered to be environmentally friendly or environmentally harmful?,0,1,0,0,0,0
Did number of cat of arms in the late middle ages fall?,1,0,0,0,0,0
Are the speed limits on I-19 marked in miles or kilometers?,1,0,0,0,0,0
Is that above or below the national average?,1,0,0,0,0,0
Is there an agency that decides if someone is using the domain designation incorrectly?,1,0,0,0,0,0
t large community of Cork has its own quarter and a synagogue?,0,1,0,0,0,0
Does the archeological record suggest that there was a rather large or small population of Jews in Gaul and Germany?,0,1,0,0,0,0
During transmission does the electric field wave move closer to the antenna?,1,0,0,0,0,0
Were the people glad to have him home?,1,0,0,0,0,0
Why did Microsoft increase the required resoultion for tablets?,0,1,0,1,0,0
Is Cyprus an island country or land-locked country?,1,0,0,0,0,0
Are knots usually lighter or darker than the surrounding wood?,1,0,0,0,0,0
